bpm,genre,title,artist
175,UK HARDCORE,DESIRE,M-Project fw. GUHROOVY
196,HARDCORE,DOMINION,L.E.D.-G
152,WHITE SEQUENCE,DROP,dj TAKA feat.Kanako Hoshino
185,TRANCE CORE,Elisha,DJ YOSHITAKA
173,CYBERPUNK,Empire State Glory,Dirty Androids
135-270,HARDCORE,eRAseRmOToRpHAntOM,L.E.D.-G VS GUHROOVY
188,HARDCORE,EXUSIA,L.E.D.-G
170,EXPERIMENTAL MUSIC,G59,怒れる金の獅子
165,HARDCORE TECHNO,GALGALIM,L.E.D.
150,TECHNO,GOLDEN CROSS,dj REMO-CON VS dj TAKA
143,TECH DANCE,Hydrogen Blueback,MAD CHILD
155,EUROBEAT,IN THE NAME OF LOVE,Y&Co.feat.Erica
166,EUROBEAT,Keep it-秋葉工房mix-,DJ Command feat. NAGISA
130,ELECTRO,Last Burning,Dirty Androids
140,BUBBLEGUM DANCE,Light Shine,Ryu☆
160,BUCHIAGE TRANCE,MIRACLE MEETS,Lucky Vacuum
188,TECHNO POP SPEED,mosaic,Auridy
200,ONLY ONE IDOL SONG,NEW SENSATION -もう、あなたしか見えない-,SUPER HEROINE 彩香-AYAKA-
160,TECHNO POP,NoN-Fiction Story!,Creative Life
144,PSY TRANCE(MORNING),Programmed Sun,kors k
155-175,ASTRAL CHOIR,Raison d'être～交差する宿命～,Zektbach
158,TECH-BREAKBEATS,Red. by Full Metal Jacket,DJ Mass MAD Izm*
158,ACTRESS,Roots of my way!,ナイア
79-178,ELECTRIC FUSION,Session 1 -Genesis-,PRASTIK DANCEFLOOR
85-170,ONLY ONE BALLAD,She is my wife,SUPER STAR 満-MITSURU-
155,HARDSTYLE,SOLID STATE SQUAD,kors k Vs. L.E.D.
185,EMO,Sorrows,Asako Yoshihiro
128,J-HOUSE,Special One,kors k feat. Suzuyo Miyamoto
185,DRUM & BASS,THE LAST STRIKER,L.E.D.
150,EPIC TRANCE,The Story Begins,SADA & Sota
170,INSANIO,かずあそび,CULTVOICE by S.S.D.PRODUCTS
148,J-POP,コスモス,TSU-NA
111,WORLD/ELECTRONICA,サヨナラ・ヘヴン,猫叉Master
140,WORLD/ELECTRONICA,水上の提督(Short mix from "幻想水滸伝V"),猫叉Master
182,POPS,たからもの,セリカ＆エリカ
164,DISTORTED NEW AGE,バビロニア,劇団レコード
132,STARPOP,未来のプリズム,星野奏子
162,TECHNO,Aegis,IT medalion
185,HARD RENAISSANCE,ALBIDA,DJ YOSHITAKA
